"province_state","country_region","last_update","confirmed","deaths","recovered","day","hubei_ornot","china_ornot"
"Anhui","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Shandong","Mainland China",NA,1,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Guangdong","Mainland China",NA,17,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Guangxi","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Jiangxi","Mainland China",NA,2,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Henan","Mainland China",NA,1,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Zhejiang","Mainland China",NA,5,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Hainan","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Hubei","Mainland China",NA,270,NA,NA,2020-01-21,"Hubei","Mainland China"
"Hunan","Mainland China",NA,1,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Guizhou","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Liaoning","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Chongqing","Mainland China",NA,5,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Hong Kong","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
"Heilongjiang","Mainland China",NA,NA,NA,NA,2020-01-21,"Outside Hubei","Mainland China"
NA,"Japan",NA,1,NA,NA,2020-01-21,"Outside Hubei","Outside China"
NA,"Thailand",NA,2,NA,NA,2020-01-21,"Outside Hubei","Outside China"
NA,"South Korea",NA,1,NA,NA,2020-01-21,"Outside Hubei","Outside China"
"Washington","US",NA,1,NA,NA,2020-01-21,"Outside Hubei","Outside China"
